G630016G05Rik,409,G630016G05Rik,0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0
Hspg2,410,Hspg2,0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  1  0  0  0  0  0  0  0  0  1
Gpr39,411,Gpr39,0  0  0  0  0  0  0  1  0  0  0  1  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0
Adra1a,412,Adra1a,0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0
Tcerg1l,413,Tcerg1l,1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0
Oprk1,414,Oprk1,0  1  0  0  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
Reln,415,Reln,0  0  1  0  0  0  0  0  0  1  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0
Ecel1,416,Ecel1,0  1  1  0  0  0  0  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
9330158H04Rik,417,9330158H04Rik,0  0  0  0  0  0  0  0  0  0  0  0  0  1  1  1  0  0  0  0  1  0  0  0  0  0  0
Sv2c,418,Sv2c,0  0  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1
Prkg2,419,Prkg2,0  1  0  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0
Glis3,420,Glis3,0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1  0  1  0  1  0
Shox2,421,Shox2,0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0  1  1  0
Nwd2,422,Nwd2,0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  1  0
Lmo3,423,Lmo3,0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0
Lypd1,424,Lypd1,0  0  0  0  0  0  0  0  0  0  1  0  0  0  1  1  0  0  0  0  0  0  0  1  0  0  0
Sla,425,Sla,0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  1
Htr7,426,Htr7,0  0  1  0  0  0  0  0  0  0  0  0  0  0  1  1  0  0  1  0  0  0  0  0  0  0  0
Mrpl16,427,Mrpl16,1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0
Corin,428,Corin,0  1  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  1  0  0  0  0  0  0  0  0
Unc5d,429,Unc5d,0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  1  0  0  0  1  0  0
Cd36,430,Cd36,0  0  0  0  0  0  0  0  0  1  0  0  0  1  1  0  0  0  1  0  0  0  0  0  0  0  0
Cbln2,431,Cbln2,0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  1  0  0  0  0  0  1
Ebf3,432,Ebf3,0  1  0  0  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
Cbln1,433,Cbln1,0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  1  0  1  0  0
Vsx2,434,Vsx2,0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  1  1  0  0  0  0  0  1  0
Mdga1,435,Mdga1,0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  1  0  0  1  0  0  0
Chrm2,436,Chrm2,0  0  0  0  0  0  1  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0
Ttc6,437,Ttc6,0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0
Dio3,438,Dio3,0  0  0  0  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  1
Slit2,439,Slit2,0  1  0  0  0  0  1  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
Ptger3,440,Ptger3,0  0  0  1  0  0  0  1  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0
Dlk1,441,Dlk1,0  0  0  0  0  1  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0
Ndst4,442,Ndst4,0  0  1  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0
Grp,443,Grp,0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  1  0  0  1  0  1  0  0  0  0
Emx2,444,Emx2,0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1
Pitx2,445,Pitx2,0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
Six3,446,Six3,0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  1  0  1  0  0  0  0  0
Onecut2,447,Onecut2,0  0  0  0  0  0  1  0  1  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0
Zfp536,448,Zfp536,0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  1
Ebf2,449,Ebf2,0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1  0  1  0  0  0  0  0  0  1  0
Zfhx4,450,Zfhx4,1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  1  0  0  0  0  0  0
Zeb2,451,Zeb2,0  0  0  0  1  1  0  0  0  0  0  0  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0
Nkx2-1,452,Nkx2-1,0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  1  0  0  1
Edaradd,453,Edaradd,0  0  0  0  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
Tmem215,454,Tmem215,0  0  0  0  1  0  1  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0
B230323A14Rik,455,B230323A14Rik,0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  1
Baiap3,456,Baiap3,0  1  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0
Htr1b,457,Htr1b,0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1
Unc13c,458,Unc13c,0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0  1  0  0
Rgs6,459,Rgs6,1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1
Chrm3,460,Chrm3,0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  0  0  0  1  0  0  0  0
Prrxl1,461,Prrxl1,0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  1  0  0  0  0
2900052N01Rik,462,2900052N01Rik,0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  1  0
Dchs2,463,Dchs2,0  0  0  0  0  0  0  1  1  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
4930509J09Rik,464,4930509J09Rik,0  1  0  0  0  0  0  1  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0
Nhlh2,465,Nhlh2,0  0  0  1  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0
Prom1,466,Prom1,0  0  0  1  0  0  0  1  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
Hgf,467,Hgf,0  0  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  1  0  0  0  0  1  0  0  0  0
Pparg,468,Pparg,0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  1  0  0  1  0  0  1  0  0  0
Tacr1,469,Tacr1,0  0  0  0  0  1  0  0  0  0  1  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0
Kcnj8,470,Kcnj8,0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  1  1  0  0  0  1  0  0  0
Cyp26b1,471,Cyp26b1,0  0  0  0  0  0  0  1  0  0  0  0  0  1  1  0  0  0  0  1  0  0  0  0  0  0  0
Lhx8,472,Lhx8,0  0  0  1  0  0  1  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
Sox6,473,Sox6,0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  1  0  0  0  0  0  0  0  1
Ankfn1,474,Ankfn1,0  0  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  0
C030029H02Rik,475,C030029H02Rik,0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1  1  0  0  0
Htr3a,476,Htr3a,0  0  0  0  0  0  0  0  0  0  0  0  1  1  0  0  0  0  1  0  0  0  0  0  0  0  1
Fxyd6,477,Fxyd6,0  0  0  0  0  0  0  0  0  1  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1
Kcns3,478,Kcns3,0  0  1  0  0  0  0  0  0  0  1  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0
Rmst,479,Rmst,1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  1  0  0
Tafa2,480,Tafa2,0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  1  0  0  1  1
Crhbp,481,Crhbp,0  0  1  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  1  0  0  0  0  0  0  0
Drd1,482,Drd1,0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  1
Adgrv1,483,Adgrv1,0  0  0  0  0  0  0  0  1  1  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0
Pnoc,484,Pnoc,0  1  0  0  0  0  1  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
Adgrf5,485,Adgrf5,0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  1
Rspo2,486,Rspo2,0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  0
D130079A08Rik,487,D130079A08Rik,0  0  0  0  0  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
Grik1,488,Grik1,0  0  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0
Cdh9,489,Cdh9,0  0  0  1  0  0  0  0  0  0  0  1  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0
D130009I18Rik,490,D130009I18Rik,0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0
St3gal1,491,St3gal1,1  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  1  0  0  0  0  0  0
Gm30564,492,Gm30564,0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  1  0  0
Drd3,493,Drd3,0  1  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0
Sox10,494,Sox10,0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  1  0  0  0
Cdkn1a,495,Cdkn1a,0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  1
Qpct,496,Qpct,0  0  0  1  1  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
Zfp521,497,Zfp521,0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0
Gal,498,Gal,0  0  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0  0  0
Aqp4,499,Aqp4,0  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  0  0  1  0  0  0  0  0  0  1  0
blank0001,-1,blank0001,1  1  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
blank0002,-1,blank0002,1  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0
blank0003,-1,blank0003,1  1  0  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
blank0004,-1,blank0004,1  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
blank0005,-1,blank0005,1  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0
blank0006,-1,blank0006,1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  1  0  0  0  0  0
blank0007,-1,blank0007,1  0  1  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0
blank0008,-1,blank0008,1  0  1  0  0  0  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
blank0009,-1,blank0009,1  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
blank0010,-1,blank0010,1  0  1  0  0  0  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0
blank0011,-1,blank0011,1  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0
blank0012,-1,blank0012,1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  1  0  0  0
blank0013,-1,blank0013,1  0  0  1  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0
blank0014,-1,blank0014,1  0  0  1  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
blank0015,-1,blank0015,1  0  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0
blank0016,-1,blank0016,1  0  0  0  1  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
blank0017,-1,blank0017,1  0  0  0  1  0  0  0  0  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0
blank0018,-1,blank0018,1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1
blank0019,-1,blank0019,1  0  0  0  0  1  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0
blank0020,-1,blank0020,1  0  0  0  0  1  0  0  0  0  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0
blank0021,-1,blank0021,1  0  0  0  0  1  0  0  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0
blank0022,-1,blank0022,1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
blank0023,-1,blank0023,1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0
blank0024,-1,blank0024,1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0
blank0025,-1,blank0025,1  0  0  0  0  0  0  0  1  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
blank0026,-1,blank0026,1  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0
blank0027,-1,blank0027,1  0  0  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0
blank0028,-1,blank0028,1  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0
blank0029,-1,blank0029,1  0  0  0  0  0  0  0  0  0  1  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
blank0030,-1,blank0030,1  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0
blank0031,-1,blank0031,1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0
blank0032,-1,blank0032,1  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0
blank0033,-1,blank0033,1  0  0  0  0  0  0  0  0  0  0  0  1  1  0  0  1  0  0  0  0  0  0  0  0  0  0
blank0034,-1,blank0034,1  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  1  1  0  0  0  0  0  0  0  0
blank0035,-1,blank0035,1  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  1  0  0  0  0  0
blank0036,-1,blank0036,1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  1  0  1  0  0  0  0
blank0037,-1,blank0037,0  1  1  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0
blank0038,-1,blank0038,0  1  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0
blank0039,-1,blank0039,0  1  0  1  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
blank0040,-1,blank0040,0  1  0  1  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
blank0041,-1,blank0041,0  1  0  1  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0
blank0042,-1,blank0042,0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0
blank0043,-1,blank0043,0  1  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0
blank0044,-1,blank0044,0  1  0  0  0  1  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
blank0045,-1,blank0045,0  1  0  0  0  1  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0
blank0046,-1,blank0046,0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1
blank0047,-1,blank0047,0  1  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
blank0048,-1,blank0048,0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1
blank0049,-1,blank0049,0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
blank0050,-1,blank0050,0  1  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
blank0051,-1,blank0051,0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
blank0052,-1,blank0052,0  1  0  0  0  0  0  0  0  1  0  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0
blank0053,-1,blank0053,0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  1  1
blank0054,-1,blank0054,0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1  1  0  0  0  0  0
blank0055,-1,blank0055,0  0  1  1  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
blank0056,-1,blank0056,0  0  1  1  0  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
blank0057,-1,blank0057,0  0  1  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
blank0058,-1,blank0058,0  0  1  0  1  0  0  0  0  0  0  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0
blank0059,-1,blank0059,0  0  1  0  0  1  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
blank0060,-1,blank0060,0  0  1  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
blank0061,-1,blank0061,0  0  1  0  0  1  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0
blank0062,-1,blank0062,0  0  1  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0
blank0063,-1,blank0063,0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
blank0064,-1,blank0064,0  0  1  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
blank0065,-1,blank0065,0  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1
blank0066,-1,blank0066,0  0  1  0  0  0  0  1  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
blank0067,-1,blank0067,0  0  1  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  1
blank0068,-1,blank0068,0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  1  0  0  0  0
blank0069,-1,blank0069,0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  0  0
blank0070,-1,blank0070,0  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  1  1  0
blank0071,-1,blank0071,0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  1  0  1  0  0  0
blank0072,-1,blank0072,0  0  0  1  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
blank0073,-1,blank0073,0  0  0  1  1  0  0  0  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0
blank0074,-1,blank0074,0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0  0  0  0
blank0075,-1,blank0075,0  0  0  1  0  1  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0
blank0076,-1,blank0076,0  0  0  1  0  1  0  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
blank0077,-1,blank0077,0  0  0  1  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0
blank0078,-1,blank0078,0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
blank0079,-1,blank0079,0  0  0  1  0  0  1  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0
blank0080,-1,blank0080,0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1  0
blank0081,-1,blank0081,0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  1  0  0  0  0  0  0  0  0  1  0
blank0082,-1,blank0082,0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  1  0  0  0  0  0  1
blank0083,-1,blank0083,0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  1  0
blank0084,-1,blank0084,0  0  0  0  1  1  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
blank0085,-1,blank0085,0  0  0  0  1  1  0  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0
blank0086,-1,blank0086,0  0  0  0  1  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  1  0
blank0087,-1,blank0087,0  0  0  0  1  0  1  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
blank0088,-1,blank0088,0  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0
blank0089,-1,blank0089,0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  1  0  0  0  1  0  0  0  0  0  0  0
blank0090,-1,blank0090,0  0  0  0  1  0  0  1  0  0  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
blank0091,-1,blank0091,0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  1  0
blank0092,-1,blank0092,0  0  0  0  1  0  0  0  0  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1
blank0093,-1,blank0093,0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  1  1  0  0  0  0  0  0  0  0  0  0
blank0094,-1,blank0094,0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  0  0  0  1
blank0095,-1,blank0095,0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  1  1  0  0  0  0
blank0096,-1,blank0096,0  0  0  0  0  1  1  0  0  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
blank0097,-1,blank0097,0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1  0
blank0098,-1,blank0098,0  0  0  0  0  1  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0
blank0099,-1,blank0099,0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0
blank0100,-1,blank0100,0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  1
blank0101,-1,blank0101,0  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  1  0  0  0  0
blank0102,-1,blank0102,0  0  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  1
blank0103,-1,blank0103,0  0  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  0  1  0
blank0104,-1,blank0104,0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  1  0  0  0  1  0  0  0  0  0  0
blank0105,-1,blank0105,0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  1  0  0  1  0  0
blank0106,-1,blank0106,0  0  0  0  0  0  1  0  1  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0
blank0107,-1,blank0107,0  0  0  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  1  0  0  0  0  0  0
blank0108,-1,blank0108,0  0  0  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  0  1  0  0  0  0  0  0  0
blank0109,-1,blank0109,0  0  0  0  0  0  1  0  0  0  0  0  1  0  0  1  1  0  0  0  0  0  0  0  0  0  0
blank0110,-1,blank0110,0  0  0  0  0  0  1  0  0  0  0  0  1  0  0  0  0  0  1  0  0  1  0  0  0  0  0
blank0111,-1,blank0111,0  0  0  0  0  0  0  1  1  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0
blank0112,-1,blank0112,0  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  1  0
blank0113,-1,blank0113,0  0  0  0  0  0  0  1  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  1  0  0
blank0114,-1,blank0114,0  0  0  0  0  0  0  0  1  1  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0
blank0115,-1,blank0115,0  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0  0  0  1  0  0  0  1  0  0  0  0
blank0116,-1,blank0116,0  0  0  0  0  0  0  0  1  0  0  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  1
